entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Caniles,Canil San Martin,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 5.034.647,00",1,retiro,DEL LIBERTADOR AV. Y SAN MARTIN,4/8/2016,12/7/2016,0,100,Urbaser Argentina S.A - Ceob Sa Ute,2016,Desconocida,Desconocido,30714682489,0,NO,0,Desconocido
Caniles,Canil Centenario - C1,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 2.297.470,00",6,caballito,"DIAZ VELEZ AV. Y MARECHAL, LEOPOLDO",14/4/2016,4/10/2017,18,100,CASA MACCHI S.A.,2016,Desconocida,Desconocido,30608125201,0,NO,0,Desconocido
Caniles,Canil Centenario - C2,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 2.447.396,00",6,caballito,"DIAZ VELEZ AV. Y MARECHAL, LEOPOLDO",14/4/2016,4/10/2017,18,100,CASA MACCHI S.A.,2016,Desconocida,Desconocido,30608125201,0,NO,0,Desconocido
Caniles,Canil Centenario - C3,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 2.339.767,00",6,caballito,"DIAZ VELEZ AV. Y MARECHAL, LEOPOLDO",14/4/2016,4/10/2017,18,100,CASA MACCHI S.A.,2016,Desconocida,Desconocido,30608125201,0,NO,0,Desconocido
Plazas y Parques de Comuna 1,Reserva Ecologica. Nuevo borde costero - Playa.,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 5.434.421,00",1,puerto madero,"VILLAFLOR, AZUCENA Y DE LOS ITALIANOS AV.",1/2/2017,30/3/2017,1,100,Planobra S.A - Indaltec S.A Ute,2016,Desconocida,Desconocido,30712230467,0,NO,0,Desconocido
Plazas y Parques de Comuna 1,Reserva Ecologica: Rambla,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 3.548.080,00",1,puerto madero,"DE LOS ITALIANOS AV. Y VILLAFLOR, AZUCENA",1/2/2017,30/3/2017,1,100,Planobra S.A - Indaltec S.A Ute,2016,Desconocida,Desconocido,30712230467,0,NO,0,Desconocido
Plazas y Parques de Comuna 1,9 de Julio - Uade,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 3.500.000,00",1,montserrat,LIMA Y CHILE,20/12/2016,30/5/2017,5,100,Urbaser Argentina S.A - Ceob Sa Ute,2017,Desconocida,Desconocido,30714682489,0,NO,0,Desconocido
Plazas y Parques de Comuna 6,Parque Centenario: Veredas,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 9.843.854,00",6,caballito,"DIAZ VELEZ AV. Y MARECHAL, LEOPOLDO",9/10/2016,17/2/2017,4,100,CASA MACCHI S.A.,2016,Desconocida,Desconocido,30608125201,0,NO,0,Desconocido
Plazas y Parques de Comuna 1,Campaña del Chaco: Puesta en valor,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 8.654.246,00",1,puerto madero,"PADRE MIGONE - RODRIGUEZ, TRISTAN, DR., AV. - BRASIL, AV. - CALABRIA",23/10/2017,23/2/2018,4,100,Algieri S.A,2017,Desconocida,Desconocido,30699339810,0,NO,0,Desconocido
Bibliotecas,Biblioteca Julio Cortazar - Casa De La Lectura: Puesta En Valor,Finalizada,Arquitectura,Ministerio de Cultura,"Puesta En Valor Integral Biblioteca Julio Cortazar, Tareas De Mantenimiento Y Refaccion","$ 4.206.200,00",15,villa crespo,LAVALLEJA 924,1/6/2017,31/12/2017,6,100,Obra realizada con personal propio,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Barrio 20,Barrio 20 y Celedonio Escalada: Alumbrado publico general,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Ejecucion Del Alumbrado Publico, Junto Con El Ordenamiento Del Espacio Publico. Las Tareas Incluyen La Poda De irboles, Desmonte Y Retiro De Instalaciones Electricas Existentes, Como Tambien El Tendido Y Reparacion De Cables Desde Alimentador A Tablero Principal De Alimentacion. Provision Y Colocacion De Artefactos De Iluminacion.","$ 5.521.581,00",8,villa lugano,UNANUE Y ALBARIÑO,1/9/2017,29/12/2018,15,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,49,NO,0,Desconocido
Barrio 1 11 14,Barrio 1 11 14: Cancha Varela Y Frentes Perito Moreno,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Recuperacion Del Espacio Publico Que Se Encuentra En La Interseccion De Las Calles Varela Y Perito Moreno Y La Realizacion De Las Mejoras De Fachadas De Viviendas Comprendidas En Dicho Eje,"$ 5.928.273,00",7,flores,"VARELA AV. Y MORENO, PERITO AV.",10/4/2017,15/12/2017,8,100,Ernesto Tarnousky S.A.,2016,Desconocida,Desconocido,30628970714,0,NO,0,Desconocido
Barrio 31,Barrio 31: Cedel,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"Se readecuo un edificio existente ampliando la cantidad de m2. Se adopto como medidas de eficiencia energetica, la aislacion de los techos; la aplicacion de artefactos lumi­nicos eficientes energeticamente en los espacios interiores y comunes. Para reducir los consumos de agua, se implemento un sistema de almacenaje del agua de lluvia, se aplico un sistema dual de disposicion del agua de los sanitarios y se aplico sistemas de bajo consumo en la griferi­a en general. Se usaron muros de steel framing con estructura de tubos de acero galvanizado, aislacion termo-acustica intermedia e interior de paneles de placa de yeso . Se pusieron doble vidriado hermetico laminado para las ventanas ya que las carpinteri­as deberan cumplir como mi­nimo con una transmitancia termica de entre 3 y 4 w/miÂ²k, cumpliendo con los parametros de norma IRAM 11.507, partes 1, 3 y 4.","$ 7.398.101,00",1,retiro,GENDARMERIA NACIONAL AV. 690,28/9/2016,27/12/2016,3,100,Kir S.R.L,2016,Licitacion Publica Nacional,339-SIGAF/17,30702232046,10,NO,0,Desconocido
Destacamentos De Bomberos,"Destacamentos De Bomberos: Remodelacion Cuartel de Bomberos III ""BARRACAS"" ",Finalizada,Arquitectura,Corporacion Buenos Aires Sur,Remodelacion Y Puesta En Valor Del Cuartel III - Barracas.,"$ 14.305.967,00",4,la boca,BRANDSEN 1046,3/11/2017,14/10/2018,"7,5",100,Building Co S.R.L,2017,Licitacion Publica,07-CBAS-2017,30708969881,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170706.pdf,NO,0,Desconocido
Instituto Superior De Seguridad Publica,Instituto Superior De Seguridad Publica: Ampliacion Poli­gono De Tiro,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,Construccion De Nuevo Poli­gono Para Capacitacion Del Issp,"$ 64.911.719,00",9,parque avellaneda,SANTIAGO DE COMPOSTELA AV. 3801,15/6/2017,30/11/2018,13,100,Building Co S.R.L,2017,Licitacion Publica,02-CBAS-2017,30708969881,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170315.pdf,NO,0,Desconocido
Plan 54 escuelas,Polo Larrazabal - Jardi­n de Infantes Integral N.° 10 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 12.176.766,00",8,villa riachuelo,LARRAZABAL 5430,1/1/2017,30/11/2017,10,100,Kain S.A.I.C.,2017,Licitacion Publica,Desconocido,33522512279,0,NO,0,Desconocido
Plan 54 escuelas,Escuela de Educacion Primaria N.° 11 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 86.611.570,00",8,villa soldati,ESCALADA AV. 3900,21/5/2018,28/2/2019,10,100,Vidogar Construcciones S.A,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Polo Piedrabuena -Jardi­n de Infantes Integral N.° 4 D.E. 20,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 67.760.724,00",8,villa lugano,PIEDRA BUENA AV. Y ZUVIRIA,1/2/2018,31/5/2019,15,100,Grupo Viarsa S.A.-Master Obras S.A. (U.T.),2018,Licitacion Publica,Desconocido,33588171979,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 6 Ernesto Alejandro Bavio: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Reparaciones, Solado, Rampa, Sanitarios, Restauracion De Fachada.","$ 7.185.200,00",10,floresta,BAHIA BLANCA 1551,16/1/2017,27/8/2018,19,100,CONSTRUCTORA PREMART S.R.L.,2017,Desconocida,Desconocido,30709331031,0,NO,0,Desconocido
Obras en escuelas de Comuna 11,Esc. Primaria Comun N° 15 Antonio Devoto: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparacion Y Reacondicionamiento De Sanitarios,"$ 1.373.007,00",11,villa devoto,"CARRIL, SALVADOR MARIA DEL AV. 4172",31/10/2016,24/2/2017,4,100,Tala Construcciones S.A.,2016,Desconocida,Desconocido,30708267984,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Esc. Primaria Comun Grecia: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Refacciones Varias,"$ 8.660.316,00",15,agronomi­a,CONDARCO 3984,24/11/2016,20/9/2017,10,100,Radiotronica Construcciones S.A.,2016,Desconocida,Desconocido,33709466939,0,NO,0,Desconocido
Obras en escuelas de Comuna 1,Esc. Politecnica Manuel Belgrano: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Ampliacion, Refaccion Y Rehabilitacion. Refaccion De Fachada.","$ 9.226.179,00",1,montserrat,BOLIVAR 346,1/12/2015,31/12/2017,24,100,Dragonair S.A.,2015,Desconocida,Desconocido,30707439587,0,NO,0,Desconocido
Obras en escuelas de Comuna 12,Esc. de Educacion Especial N° 21 Rosario Vera Peñaloza: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Trabajos En Tanques, Instalacion Contra Incendios Y Tareas Varias","$ 498.600,00",12,villa pueyrredon,OBISPO SAN ALBERTO 2379,0,7/7/2016,0,100,Spinelli & Asociados S.R.L.,0,Desconocida,Desconocido,30709411876,0,NO,0,Desconocido
Obras en escuelas de Comuna 8,Esc. Pimaria Comun N° 23 Republica De Portugal: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Trabajos De Accesibilidad, Remodelacion Y Ampliacion Edilicia","$ 4.719.903,00",8,villa lugano,SUMACA SANTISIMA TRINIDAD 5088,1/11/2016,26/12/2017,13,100,Las Cortes S.R.L.,2016,Desconocida,Desconocido,30700041197,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 14 Hogar Naval Stella Maris: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Impermeabilizacion, Ejecucion De Sanitarios Para Discapacitados Y Reparaciones Varias","$ 2.445.948,00",10,floresta,PERGAMINO 211,15/5/2017,31/12/2017,7,100,Dilthey S.A.,2017,Desconocida,Desconocido,30711331847,0,NO,0,Desconocido
Obras en escuelas de Comuna 13,Esc. Primaria Comun N° 12 Prof. Rodolfo Senet: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,"$ 945.810,00",13,nuñez,CRAMER AV. 3271,1/2/2016,22/8/2017,18,100,COYPRO SOCIEDAD ANONIMA,2016,Desconocida,Desconocido,30615108290,0,NO,0,Desconocido
Obras en escuelas de Comuna 13,Esc. Primaria Comun N° 7 Manuel J. Garci­a: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Trabajos De Restauracion De Cubiertas Del Casco Histotico, Tratamiento De Humedad De Cimientos, Revoques Y Accesibilidad","$ 5.749.722,00",13,nuñez,CABILDO AV. 3615,1/10/2016,23/7/2017,9,100,DI PIETRO PAOLO RUBENS ERNESTO,2016,Desconocida,Desconocido,20044899532,0,NO,0,Desconocido
Obras en escuelas de Comuna 9,Esc. Pimaria Comun N° 10 Alfonsina Storni: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion.,"$ 679.828,00",9,liniers,"DE LA TORRE, LISANDRO 1171",4/10/2016,30/11/2016,1,100,Spinelli & Asociados S.R.L.,2016,Desconocida,Desconocido,30709411876,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Esc. Primaria Comun N° 22 Agronomi­a: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Contra Incendios E Impermeabilizacion,"$ 11.625.617,00",15,agronomi­a,DE LOS CONSTITUYENTES AV. 3100,1/10/2016,30/8/2017,10,100,Estudio Ing. Villa S.R.L,2016,Desconocida,Desconocido,30707977481,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Esc. Primaria Comun N° 27 Petronilla Rodriguez: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Y Ascensor,"$ 4.617.430,00",15,parque chas,ANDONAEGUI 1532,12/12/2016,15/3/2019,27,100,Bonaldi S.R.L.,2016,Desconocida,Desconocido,30707443614,0,NO,0,Desconocido
Obras en escuelas de Comuna 7,Esc. Primaria Comun N° 7 Niñas De Ayohuma: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,"$ 630.703,00",7,parque chacabuco,ASAMBLEA AV. 1221,5/12/2016,1/9/2017,9,100,Quatrovial S.A.,2016,Desconocida,Desconocido,30691349264,0,NO,0,Desconocido
Obras en escuelas de Comuna 11,Esc. Primaria Comun N° 19 Bartolina Sisa: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparaciones Varias,"$ 19.150.223,00",11,villa devoto,"CARRIL, SALVADOR MARIA DEL AV. 4957",16/1/2017,20/12/2017,11,100,Ingenor S.A,2017,Desconocida,Desconocido,30631453461,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 2 Alejandro Aguado: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,"$ 3.399.349,00",10,monte castro,CERVANTES 1911,17/10/2016,6/3/2019,29,100,CIA CENTRAL DE CONTRUCCIONES SRL,2016,Desconocida,Desconocido,30708008393,0,NO,0,Desconocido
Obras en escuelas de Comuna 4,Esc. Primaria Comun N° 12 Prof. Rodolfo Senet: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Trabajos De Pintura.,"$ 40.287.468,00",4,barracas,"IRIARTE, GRAL. AV. Y MONTESQUIEU",18/4/2017,3/11/2017,7,100,S.E.S. S.A. - MIG S.A. - UTE,2017,Desconocida,Desconocido,30712264256,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Eem N° 2 Rumania: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Refuncionalizacion, Accesibilidad, Reparaciones Varias","$ 9.935.176,00",10,villa real,"PORCEL DE PERALTA, MANUEL 1437",15/11/2017,15/3/2019,16,100,Ecoparques S.A.,2017,Desconocida,Desconocido,30712255176,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 14 Simon Bolivar: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Trabajos De Instalacion Electrica E Impermeabilizacion,"$ 7.168.850,00",10,villa real,TINOGASTA 5768,23/11/2016,30/11/2017,12,100,Codyar S.R.L.,2016,Desconocida,Desconocido,30709320889,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Esc. Tecnica N° 32 Gral. J. De San Marti­n: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Construccion De 2 Talleres Y Pasillo;Construccion De Tabique Divisorio En Taller Mecanico; Trabajos De Instalacion Electrica, Cambio De Solado En Pasillo Principal.","$ 10.450.449,00",15,chacarita,"GARCIA, TEODORO 3899",6/9/2017,3/7/2018,10,100,Ecoparques S.A.,2017,Desconocida,Desconocido,30712255176,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n Infantil integral N.Â° 18 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 58.978.115,00",4,parque patricios,USPALLATA 3325,4/8/2018,30/4/2020,20,100,Mediterraneo S.A,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Obras en escuelas de Comuna 3,Esc. Normal Superior N° 09 Domingo Faustino Sarmiento: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Restauracion, puesta en valor y rehabilitacion general.",0,3,balvanera,CALLAO AV. 450,19/11/2015,8/3/2019,40,100,Desconocido,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Barrio Los Piletones,Barrio Los Piletones: Mejoras De Frentes - Etapa 2,Finalizada,Vivienda,Corporacion Buenos Aires Sur,La Propuesta De Obras Consiste En El Mejoramiento De Los Frentes De Las Parcelas Regularizadas,"$ 1.655.046,00",8,villa soldati,DESCONOCIDO,8/2/2017,10/1/2017,2,100,ANTONIO ALAK LTDA,2017,Contratacion Directa,38-CBAS-2017,30709930385,0,NO,0,Desconocido
Entorno Cildañez,Entorno Cildañez: Ejecucion De Vivienda En Lote 1-Frente Norte-Calle Horacio Casco - Villa 6,Finalizada,Vivienda,Corporacion Buenos Aires Sur,Ejecucion De Una Vivienda Unifamiliar Correspondiente Al Denominado Lote 1,"$ 527.187,00",9,parque avellaneda,"CASCO, HORACIO, DR. Y WHITE",19/6/2015,16/10/2015,4,100,4 DE SEPTIEMBRE LTDA,2016,Contratacion Directa,12-CBAS-2015,30709871672,0,NO,0,Desconocido
Entorno Cildañez,"Entorno Cildañez: Pavimento, Veredas, Desagi¼es Pluviales Y Alumbrado Publico",Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,El Completamiento De Las Obras De Apertura De La Calle Horacio Casco 4Âª. Veredas Y Luminarias Publicas,"$ 346.471,00",9,parque avellaneda,"CASCO, HORACIO, DR. Y WHITE",19/6/2015,17/8/2015,2,100,4 DE SEPTIEMBRE LTDA,2016,Contratacion Directa,15-CBAS-2015,30709871672,0,NO,0,Desconocido
Distrito Del Deporte,"Distrito Del Deporte: Canchas De Futbol En Club Social, Cultural Y Deportivo Unidos De Mataderos Barrio Pirelli",Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Construccion De Cancha De Futbol De Hormigon Y Colocacion De Portones,"$ 617.280,00",8,villa lugano,"PERON, EVA AV. 7164",24/11/2015,23/12/2015,1,100,Jorge Canelles Ltda,2016,Contratacion Directa,18-CBAS-2015,30708832959,0,NO,0,Desconocido
Barrio Los Piletones,Barrio Los Piletones: Reparacion De Cañeri­a De Impulsion Cloacal Y Ejecucion De Camara De Aquietamiento,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Reparacion De La Cañeri­a En Dos Tramos Especi­ficos Que A Continuacion Se Describiran, Y En La Construccion De Una Camara De Aquietamiento En El Extremo De Salida","$ 1.119.649,00",8,villa soldati,"LACARRA AV. Y JANER, ANA MARIA",27/10/2015,12/10/2015,"1,5",100,Kopar S.A,2016,Contratacion Directa,21-CBAS-2015,30707504990,0,NO,0,Desconocido
Barrio 31,Barrio 31: Anexo Cedel (Oficina Afip - Agip),Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"Sobre una construccion existente se realizaron las modificaciones necesarias para instalar oficinas de tributacion. Se adecuaron los espacios para habilitar la atencion al publico, se colocaron nuevos revestimientos, artefactos lumi­nicos y se modifico el sistema cloacal del edificio existente.","$ 993.017,00",1,retiro,GENDARMERIA NACIONAL AV. 690,13/2/2017,14/4/2017,2,100,Merlino,2016,Licitacion Publica,339-SIGAF/17,20103652775,15,NO,4828132/DGOPDU/2017,Desconocido
Entorno Cildañez,Entorno Cildañez: Demolicion De Vivienda Lote Nº 02 - Calle Horacio Casco Mza C - Frente Norte - Barrio Cildañez,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"La Demolicion De La Vivienda De Lote 2, Manzana C, Del Barrio Cildañez, Con El Proposito De Reservar El Predio Para La Construccion De La Vivienda Y La Reconstruccion Del Perfil Definitivo De La Manzana","$ 104.574,00",8,villa 6 - barrio cildañez,HORACIO CASCO,13/11/2015,13/12/2016,1,100,4 DE SEPTIEMBRE LTDA,2016,Contratacion Directa,31-CBAS-2015,30709871672,0,NO,0,Desconocido
Barrio Los Piletones,Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana Nº 10,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Mejoramiento De Los Sectores Ya Demolidos Con El Proposito De Recuperar El Borde Original Del Lago Regulador.,"$ 883.917,00",8,villa soldati,LACARRA AV. 2700,7/7/2016,9/4/2016,2,100,LOS PILETONES LTDA,2016,Contratacion Directa,10-CBAS-2016,30710477910,0,NO,0,Desconocido
Parque Roca,Parque Roca: Reconstruccion De Cerco En Canchas De Tenis - Acceso C Parque Roca,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Mantenimiento Integral De Los Cerramientos Que Contienen Las Canchas De Entrenamiento Del Predio Del Estadio Mary Teran De Weiss.,"$ 773.279,00",8,villa soldati,"ROCA, CNEL. AV. 4490",9/8/2016,11/4/2016,2,100,CM CONSTRUCCIONES SA,2016,Contratacion Directa,12-CBAS-2016,30714322660,0,NO,0,Desconocido
Buenos Aires Playa 2017,Buenos Aires Playa 2017: Parque Indoamericano - Obra Civil,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2017,"$ 901.584,00",8,villa soldati,ESCALADA AV. Y CASTAÑARES AV.,15/12/2016,1/4/2017,0,100,El Progreso Ltda Hubac,2017,Contratacion Directa,42-CBAS-2016,30710270550,0,NO,0,Desconocido
Entorno Microcentro,Calle Paraguay: Ampliacion de aceras,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"ireas Ambientales -La Obra Se Enmarca Dentro Del Plan Microcentro, Proponiendo La Puesta En Valor Y Ordenamiento De La Calle Paraguay Entre La Avenida C. Pellegrini Y L. N. Alem. Con El Objetivo De Incentivar El Uso Y Goce Del Espacio Urbano Se Propone El Ensanche De Veredas, La Incorporacion De Arbolado, El Ordenamiento Del Transito Y Transporte A Traves De Darsenas De Carga Y Descarga.","$ 17.966.000,00",1,retiro,DESCONOCIDO,11/1/2016,2/6/2017,17,100,Altote S.A,2016,Desconocida,Desconocido,30707431896,0,NO,0,Desconocido
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Horquilla,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Zona De Horquilla,"$ 1.805.153,00",8,villa riachuelo,"PAZ, GRAL. AV. Y ROCA, CNEL. AV.",16/6/2017,16/7/2017,1,100,Diseño Y Equipamientos S.R.L.,2017,Contratacion Directa,36-CBAS-2017,30708288353,0,NO,0,Desconocido
